,highly_variable,in_integrated
Glyma.16G145000.Wm82.a4.v1,False,False
Glyma.01G186800.Wm82.a4.v1,False,False
Glyma.02G178400.Wm82.a4.v1,False,False
Glyma.10G277700.Wm82.a4.v1,False,False
Glyma.01G009700.Wm82.a4.v1,False,False
Glyma.08G339700.Wm82.a4.v1,False,True
Glyma.05G030200.Wm82.a4.v1,False,False
Glyma.08G286500.Wm82.a4.v1,False,False
Glyma.04G042000.Wm82.a4.v1,False,False
Glyma.18G028900.Wm82.a4.v1,False,False
Glyma.06G099600.Wm82.a4.v1,False,False
Glyma.14G062700.Wm82.a4.v1,False,False
Glyma.04G047700.Wm82.a4.v1,False,False
Glyma.08G288800.Wm82.a4.v1,False,False
Glyma.04G184500.Wm82.a4.v1,False,False
Glyma.17G229500.Wm82.a4.v1,False,False
Glyma.16G110500.Wm82.a4.v1,False,False
Glyma.18G236700.Wm82.a4.v1,False,False
Glyma.10G149500.Wm82.a4.v1,False,False
Glyma.09G013600.Wm82.a4.v1,False,False
Glyma.12G206500.Wm82.a4.v1,False,False
Glyma.19G128900.Wm82.a4.v1,False,False
Glyma.09G099600.Wm82.a4.v1,False,False
Glyma.16G019500.Wm82.a4.v1,False,False
Glyma.14G140900.Wm82.a4.v1,False,False
Glyma.01G152500.Wm82.a4.v1,False,False
Glyma.08G123800.Wm82.a4.v1,False,False
Glyma.20G017800.Wm82.a4.v1,False,False
Glyma.08G155800.Wm82.a4.v1,False,False
Glyma.09G246200.Wm82.a4.v1,False,False
Glyma.02G043900.Wm82.a4.v1,False,False
Glyma.11G048900.Wm82.a4.v1,False,False
Glyma.20G049800.Wm82.a4.v1,False,False
Glyma.02G011300.Wm82.a4.v1,False,False
Glyma.15G086800.Wm82.a4.v1,False,False
Glyma.15G104400.Wm82.a4.v1,True,True
Glyma.19G133600.Wm82.a4.v1,False,False
Glyma.04G195300.Wm82.a4.v1,False,False
Glyma.06G246700.Wm82.a4.v1,False,False
Glyma.15G253900.Wm82.a4.v1,False,False
Glyma.15G084800.Wm82.a4.v1,False,False
Glyma.15G027000.Wm82.a4.v1,False,False
Glyma.13G052900.Wm82.a4.v1,False,False
Glyma.15G254900.Wm82.a4.v1,False,False
Glyma.U031231.Wm82.a4.v1,False,False
Glyma.17G216100.Wm82.a4.v1,False,False
Glyma.19G146300.Wm82.a4.v1,False,False
Glyma.18G109600.Wm82.a4.v1,False,False
Glyma.03G125000.Wm82.a4.v1,False,False
Glyma.14G090200.Wm82.a4.v1,False,False
Glyma.06G282700.Wm82.a4.v1,False,False
Glyma.02G084500.Wm82.a4.v1,False,False
Glyma.11G024700.Wm82.a4.v1,False,False
Glyma.03G009600.Wm82.a4.v1,False,False
Glyma.09G271500.Wm82.a4.v1,False,False
Glyma.02G126300.Wm82.a4.v1,False,False
Glyma.07G159200.Wm82.a4.v1,False,False
Glyma.17G033950.Wm82.a4.v1,False,False
Glyma.09G180200.Wm82.a4.v1,False,False
Glyma.06G112500.Wm82.a4.v1,False,False
Glyma.01G195000.Wm82.a4.v1,False,False
Glyma.13G200100.Wm82.a4.v1,False,False
Glyma.11G037200.Wm82.a4.v1,False,False
Glyma.15G051300.Wm82.a4.v1,False,False
Glyma.15G180200.Wm82.a4.v1,False,False
Glyma.16G147400.Wm82.a4.v1,False,False
Glyma.13G175300.Wm82.a4.v1,False,False
Glyma.04G132200.Wm82.a4.v1,False,False
Glyma.09G056600.Wm82.a4.v1,True,False
Glyma.09G140000.Wm82.a4.v1,False,False
Glyma.07G052800.Wm82.a4.v1,False,False
Glyma.02G072400.Wm82.a4.v1,False,False
Glyma.19G045700.Wm82.a4.v1,False,False
Glyma.19G059850.Wm82.a4.v1,False,False
Glyma.07G032000.Wm82.a4.v1,False,False
Glyma.09G237600.Wm82.a4.v1,True,False
Glyma.11G065400.Wm82.a4.v1,False,False
Glyma.13G356000.Wm82.a4.v1,False,False
Glyma.09G181100.Wm82.a4.v1,False,False
Glyma.16G221800.Wm82.a4.v1,False,False
Glyma.03G251700.Wm82.a4.v1,False,False
Glyma.07G046033.Wm82.a4.v1,False,False
Glyma.13G350300.Wm82.a4.v1,False,False
Glyma.11G116900.Wm82.a4.v1,False,False
Glyma.11G160600.Wm82.a4.v1,False,False
Glyma.09G093300.Wm82.a4.v1,False,False
Glyma.07G271900.Wm82.a4.v1,False,False
Glyma.16G126400.Wm82.a4.v1,False,False
Glyma.09G238300.Wm82.a4.v1,True,False
Glyma.03G189800.Wm82.a4.v1,False,False
Glyma.19G243700.Wm82.a4.v1,False,False
Glyma.17G132900.Wm82.a4.v1,False,False
Glyma.17G087200.Wm82.a4.v1,False,False
Glyma.11G011000.Wm82.a4.v1,False,False
Glyma.10G223700.Wm82.a4.v1,False,False
Glyma.12G122800.Wm82.a4.v1,False,False
Glyma.16G115800.Wm82.a4.v1,False,False
Glyma.18G296600.Wm82.a4.v1,False,False
Glyma.05G019200.Wm82.a4.v1,False,False
Glyma.11G171400.Wm82.a4.v1,True,True
Glyma.14G145100.Wm82.a4.v1,False,False
Glyma.09G147000.Wm82.a4.v1,False,False
Glyma.12G225700.Wm82.a4.v1,False,False
Glyma.18G022800.Wm82.a4.v1,False,False
Glyma.15G175600.Wm82.a4.v1,False,False
Glyma.16G053200.Wm82.a4.v1,False,False
Glyma.01G106700.Wm82.a4.v1,False,False
Glyma.09G134100.Wm82.a4.v1,False,False
Glyma.05G125900.Wm82.a4.v1,False,False
Glyma.12G071600.Wm82.a4.v1,False,False
Glyma.16G049800.Wm82.a4.v1,False,False
Glyma.13G148600.Wm82.a4.v1,False,False
Glyma.07G042300.Wm82.a4.v1,False,False
Glyma.11G236200.Wm82.a4.v1,False,False
Glyma.17G203751.Wm82.a4.v1,False,False
Glyma.01G019500.Wm82.a4.v1,False,True
Glyma.10G011800.Wm82.a4.v1,False,False
Glyma.20G091400.Wm82.a4.v1,False,False
Glyma.20G089600.Wm82.a4.v1,False,False
Glyma.19G029200.Wm82.a4.v1,True,True
Glyma.03G181300.Wm82.a4.v1,False,False
Glyma.04G129800.Wm82.a4.v1,False,False
Glyma.05G030100.Wm82.a4.v1,False,False
Glyma.19G190733.Wm82.a4.v1,False,False
Glyma.09G251000.Wm82.a4.v1,False,False
Glyma.07G173900.Wm82.a4.v1,False,False
Glyma.15G246450.Wm82.a4.v1,False,False
Glyma.13G154700.Wm82.a4.v1,False,False
Glyma.06G303100.Wm82.a4.v1,True,False
Glyma.06G157500.Wm82.a4.v1,False,False
Glyma.19G206100.Wm82.a4.v1,False,False
Glyma.07G097100.Wm82.a4.v1,False,False
Glyma.16G177000.Wm82.a4.v1,False,False
Glyma.13G196600.Wm82.a4.v1,False,False
Glyma.13G170600.Wm82.a4.v1,False,False
Glyma.02G131600.Wm82.a4.v1,True,True
Glyma.03G030800.Wm82.a4.v1,False,False
Glyma.08G297800.Wm82.a4.v1,False,False
Glyma.01G113100.Wm82.a4.v1,False,False
Glyma.05G026000.Wm82.a4.v1,True,True
Glyma.16G004550.Wm82.a4.v1,False,False
Glyma.U031131.Wm82.a4.v1,False,False
Glyma.08G254300.Wm82.a4.v1,False,False
Glyma.14G022200.Wm82.a4.v1,False,False
Glyma.11G022100.Wm82.a4.v1,False,False
Glyma.04G067500.Wm82.a4.v1,False,False
Glyma.05G158800.Wm82.a4.v1,False,False
Glyma.03G218700.Wm82.a4.v1,False,False
Glyma.05G241650.Wm82.a4.v1,False,False
Glyma.13G309966.Wm82.a4.v1,False,False
Glyma.10G013900.Wm82.a4.v1,False,False
Glyma.20G058900.Wm82.a4.v1,False,False
Glyma.05G239400.Wm82.a4.v1,False,False
Glyma.08G120700.Wm82.a4.v1,False,False
Glyma.06G160600.Wm82.a4.v1,False,False
Glyma.09G234700.Wm82.a4.v1,False,False
Glyma.01G058400.Wm82.a4.v1,False,False
Glyma.08G201700.Wm82.a4.v1,False,False
Glyma.11G242700.Wm82.a4.v1,False,False
Glyma.06G173133.Wm82.a4.v1,False,False
Glyma.11G174900.Wm82.a4.v1,False,True
Glyma.02G186600.Wm82.a4.v1,False,False
Glyma.15G140200.Wm82.a4.v1,False,False
Glyma.07G111400.Wm82.a4.v1,False,True
Glyma.05G244200.Wm82.a4.v1,False,False
Glyma.09G047300.Wm82.a4.v1,False,False
Glyma.07G187000.Wm82.a4.v1,False,False
Glyma.14G213400.Wm82.a4.v1,False,False
Glyma.11G180000.Wm82.a4.v1,False,False
Glyma.12G035400.Wm82.a4.v1,False,False
Glyma.06G033100.Wm82.a4.v1,False,False
Glyma.14G111600.Wm82.a4.v1,False,False
Glyma.15G233001.Wm82.a4.v1,False,False
Glyma.08G033100.Wm82.a4.v1,False,False
Glyma.08G155733.Wm82.a4.v1,False,False
Glyma.17G130900.Wm82.a4.v1,False,False
Glyma.02G074600.Wm82.a4.v1,False,False
Glyma.09G056900.Wm82.a4.v1,False,False
Glyma.11G144809.Wm82.a4.v1,False,False
Glyma.18G094751.Wm82.a4.v1,False,True
Glyma.20G170400.Wm82.a4.v1,False,False
Glyma.18G009300.Wm82.a4.v1,False,False
Glyma.04G027900.Wm82.a4.v1,False,False
Glyma.06G154600.Wm82.a4.v1,False,False
Glyma.10G137200.Wm82.a4.v1,False,False
Glyma.06G252100.Wm82.a4.v1,False,False
Glyma.08G232900.Wm82.a4.v1,False,False
Glyma.09G236902.Wm82.a4.v1,False,False
Glyma.18G038000.Wm82.a4.v1,False,False
Glyma.15G059100.Wm82.a4.v1,False,True
Glyma.15G170800.Wm82.a4.v1,False,False
Glyma.05G183900.Wm82.a4.v1,False,False
Glyma.02G266600.Wm82.a4.v1,False,False
Glyma.06G206800.Wm82.a4.v1,False,False
Glyma.12G239300.Wm82.a4.v1,False,False
Glyma.15G075900.Wm82.a4.v1,False,False
Glyma.07G174600.Wm82.a4.v1,False,False
Glyma.14G224300.Wm82.a4.v1,False,False
Glyma.11G113300.Wm82.a4.v1,False,False
Glyma.02G225600.Wm82.a4.v1,False,False
Glyma.04G239000.Wm82.a4.v1,False,False
Glyma.09G178100.Wm82.a4.v1,False,False
Glyma.18G089901.Wm82.a4.v1,False,False
Glyma.10G251700.Wm82.a4.v1,False,False
Glyma.17G049800.Wm82.a4.v1,False,False
Glyma.18G246800.Wm82.a4.v1,False,False
Glyma.15G164200.Wm82.a4.v1,True,True
Glyma.13G275300.Wm82.a4.v1,False,False
Glyma.04G126500.Wm82.a4.v1,False,False
Glyma.03G008100.Wm82.a4.v1,False,False
Glyma.13G059600.Wm82.a4.v1,False,False
Glyma.19G046000.Wm82.a4.v1,False,False
Glyma.05G027250.Wm82.a4.v1,False,False
Glyma.17G153900.Wm82.a4.v1,False,False
Glyma.12G213200.Wm82.a4.v1,False,False
Glyma.02G244700.Wm82.a4.v1,False,False
Glyma.03G133600.Wm82.a4.v1,False,False
Glyma.04G142500.Wm82.a4.v1,False,False
Glyma.02G259800.Wm82.a4.v1,False,False
Glyma.17G100900.Wm82.a4.v1,False,False
Glyma.14G048301.Wm82.a4.v1,False,False
Glyma.02G080800.Wm82.a4.v1,False,False
Glyma.20G111700.Wm82.a4.v1,False,False
Glyma.05G167500.Wm82.a4.v1,False,False
Glyma.14G217700.Wm82.a4.v1,False,False
Glyma.04G255300.Wm82.a4.v1,False,False
Glyma.06G024900.Wm82.a4.v1,False,False
Glyma.10G034200.Wm82.a4.v1,False,False
Glyma.02G093100.Wm82.a4.v1,False,False
Glyma.11G032100.Wm82.a4.v1,False,False
Glyma.05G145700.Wm82.a4.v1,False,False
Glyma.13G127700.Wm82.a4.v1,False,False
Glyma.18G300800.Wm82.a4.v1,False,False
Glyma.08G033000.Wm82.a4.v1,False,False
Glyma.01G234800.Wm82.a4.v1,False,False
Glyma.12G031200.Wm82.a4.v1,False,False
Glyma.15G246301.Wm82.a4.v1,False,True
Glyma.12G074400.Wm82.a4.v1,False,False
Glyma.10G167400.Wm82.a4.v1,False,False
Glyma.03G154600.Wm82.a4.v1,False,False
Glyma.17G072100.Wm82.a4.v1,False,True
Glyma.14G197900.Wm82.a4.v1,False,False
Glyma.13G317600.Wm82.a4.v1,False,False
Glyma.20G144000.Wm82.a4.v1,False,False
Glyma.11G049700.Wm82.a4.v1,False,False
Glyma.17G241702.Wm82.a4.v1,False,False
Glyma.09G031400.Wm82.a4.v1,False,False
Glyma.06G006100.Wm82.a4.v1,False,False
Glyma.08G255500.Wm82.a4.v1,False,False
Glyma.07G022400.Wm82.a4.v1,False,False
Glyma.03G258200.Wm82.a4.v1,False,False
Glyma.07G049100.Wm82.a4.v1,False,True
Glyma.08G086500.Wm82.a4.v1,False,False
Glyma.03G073750.Wm82.a4.v1,False,False
Glyma.10G251500.Wm82.a4.v1,False,False
Glyma.06G077700.Wm82.a4.v1,False,False
Glyma.03G078300.Wm82.a4.v1,False,False
Glyma.18G028233.Wm82.a4.v1,False,False
Glyma.02G106800.Wm82.a4.v1,False,False
Glyma.02G000700.Wm82.a4.v1,False,False
Glyma.16G144100.Wm82.a4.v1,False,False
Glyma.08G213700.Wm82.a4.v1,False,False
Glyma.18G299800.Wm82.a4.v1,False,False
Glyma.03G227750.Wm82.a4.v1,False,False
Glyma.05G173000.Wm82.a4.v1,False,False
Glyma.02G106300.Wm82.a4.v1,False,False
Glyma.06G008200.Wm82.a4.v1,False,False
Glyma.04G143500.Wm82.a4.v1,False,False
Glyma.19G190200.Wm82.a4.v1,False,False
Glyma.11G019700.Wm82.a4.v1,False,False
Glyma.13G192700.Wm82.a4.v1,False,False
Glyma.09G259300.Wm82.a4.v1,False,False
Glyma.05G180200.Wm82.a4.v1,False,False
Glyma.05G027200.Wm82.a4.v1,False,False
Glyma.04G243200.Wm82.a4.v1,False,True
Glyma.09G020100.Wm82.a4.v1,False,False
Glyma.06G003200.Wm82.a4.v1,False,False
Glyma.08G037700.Wm82.a4.v1,False,False
Glyma.20G200200.Wm82.a4.v1,False,False
Glyma.17G062600.Wm82.a4.v1,False,False
Glyma.02G269800.Wm82.a4.v1,False,False
Glyma.13G360700.Wm82.a4.v1,False,False
Glyma.12G001100.Wm82.a4.v1,False,False
Glyma.05G107300.Wm82.a4.v1,False,False
Glyma.07G212100.Wm82.a4.v1,False,False
Glyma.07G270900.Wm82.a4.v1,False,False
Glyma.03G177100.Wm82.a4.v1,False,False
Glyma.07G132700.Wm82.a4.v1,False,False
Glyma.09G249300.Wm82.a4.v1,False,False
Glyma.08G263100.Wm82.a4.v1,False,False
Glyma.16G145500.Wm82.a4.v1,True,True
Glyma.20G199600.Wm82.a4.v1,False,False
Glyma.09G089200.Wm82.a4.v1,False,False
Glyma.10G268100.Wm82.a4.v1,False,False
Glyma.12G186851.Wm82.a4.v1,False,False
Glyma.18G121751.Wm82.a4.v1,False,False
Glyma.16G206200.Wm82.a4.v1,True,False
Glyma.01G012200.Wm82.a4.v1,False,False
Glyma.08G068700.Wm82.a4.v1,True,False
Glyma.18G252800.Wm82.a4.v1,False,False
Glyma.03G246000.Wm82.a4.v1,False,False
Glyma.08G144900.Wm82.a4.v1,False,False
Glyma.20G181200.Wm82.a4.v1,False,False
Glyma.08G022800.Wm82.a4.v1,False,False
Glyma.01G206400.Wm82.a4.v1,False,False
Glyma.17G119000.Wm82.a4.v1,False,False
Glyma.14G074500.Wm82.a4.v1,False,False
Glyma.11G131800.Wm82.a4.v1,False,False
Glyma.07G033500.Wm82.a4.v1,False,False
Glyma.10G001550.Wm82.a4.v1,False,False
Glyma.06G283251.Wm82.a4.v1,False,False
Glyma.06G180200.Wm82.a4.v1,False,False
Glyma.08G151600.Wm82.a4.v1,False,False
Glyma.10G275300.Wm82.a4.v1,False,False
Glyma.14G005600.Wm82.a4.v1,False,False
Glyma.19G062701.Wm82.a4.v1,True,False
Glyma.18G094600.Wm82.a4.v1,True,False
Glyma.09G160300.Wm82.a4.v1,False,False
Glyma.19G249100.Wm82.a4.v1,False,False
Glyma.16G091502.Wm82.a4.v1,False,False
Glyma.12G103200.Wm82.a4.v1,False,False
Glyma.05G199300.Wm82.a4.v1,False,False
Glyma.03G132700.Wm82.a4.v1,False,False
Glyma.08G105250.Wm82.a4.v1,False,False
Glyma.11G099400.Wm82.a4.v1,False,False
Glyma.20G056900.Wm82.a4.v1,False,False
Glyma.08G204100.Wm82.a4.v1,False,False
Glyma.18G127267.Wm82.a4.v1,False,False
Glyma.01G053100.Wm82.a4.v1,False,False
Glyma.19G185500.Wm82.a4.v1,False,False
Glyma.05G143500.Wm82.a4.v1,False,False
Glyma.01G148002.Wm82.a4.v1,False,False
Glyma.16G152600.Wm82.a4.v1,False,False
Glyma.18G021001.Wm82.a4.v1,False,False
Glyma.14G211800.Wm82.a4.v1,False,False
Glyma.06G154400.Wm82.a4.v1,True,False
Glyma.08G009100.Wm82.a4.v1,True,False
Glyma.12G105400.Wm82.a4.v1,False,False
Glyma.07G243900.Wm82.a4.v1,False,False
Glyma.19G113600.Wm82.a4.v1,False,False
Glyma.08G173300.Wm82.a4.v1,False,False
Glyma.16G105000.Wm82.a4.v1,False,False
Glyma.15G021600.Wm82.a4.v1,True,False
Glyma.12G197200.Wm82.a4.v1,False,False
Glyma.01G084300.Wm82.a4.v1,False,False
Glyma.03G109100.Wm82.a4.v1,False,False
Glyma.04G170700.Wm82.a4.v1,False,False
Glyma.17G012702.Wm82.a4.v1,False,False
Glyma.09G225000.Wm82.a4.v1,False,False
Glyma.16G030000.Wm82.a4.v1,False,False
Glyma.11G196250.Wm82.a4.v1,False,False
Glyma.11G110700.Wm82.a4.v1,False,False
Glyma.08G331100.Wm82.a4.v1,False,False
Glyma.10G012700.Wm82.a4.v1,False,False
Glyma.06G183800.Wm82.a4.v1,False,False
Glyma.08G068800.Wm82.a4.v1,True,False
Glyma.10G244000.Wm82.a4.v1,False,False
Glyma.07G100400.Wm82.a4.v1,False,False
Glyma.12G102900.Wm82.a4.v1,True,False
Glyma.02G249000.Wm82.a4.v1,False,False
Glyma.04G218102.Wm82.a4.v1,False,False
Glyma.08G226933.Wm82.a4.v1,False,False
Glyma.20G036502.Wm82.a4.v1,False,False
Glyma.04G055200.Wm82.a4.v1,False,False
Glyma.02G208500.Wm82.a4.v1,False,False
Glyma.10G036700.Wm82.a4.v1,False,False
Glyma.07G061500.Wm82.a4.v1,False,False
Glyma.13G322300.Wm82.a4.v1,False,False
Glyma.09G113800.Wm82.a4.v1,False,False
Glyma.03G073772.Wm82.a4.v1,False,False
Glyma.14G052200.Wm82.a4.v1,True,False
Glyma.17G002200.Wm82.a4.v1,False,False
Glyma.11G148989.Wm82.a4.v1,False,False
Glyma.07G108400.Wm82.a4.v1,False,False
Glyma.13G032900.Wm82.a4.v1,False,False
Glyma.08G155100.Wm82.a4.v1,True,False
Glyma.16G204800.Wm82.a4.v1,False,False
Glyma.13G244000.Wm82.a4.v1,False,False
Glyma.06G193500.Wm82.a4.v1,False,False
Glyma.13G289701.Wm82.a4.v1,False,False
Glyma.08G209800.Wm82.a4.v1,False,False
Glyma.06G073700.Wm82.a4.v1,False,False
Glyma.16G130800.Wm82.a4.v1,False,False
Glyma.03G149500.Wm82.a4.v1,False,False
Glyma.15G072266.Wm82.a4.v1,False,False
Glyma.07G066900.Wm82.a4.v1,False,False
Glyma.10G204700.Wm82.a4.v1,False,False
Glyma.11G054200.Wm82.a4.v1,False,False
Glyma.07G229100.Wm82.a4.v1,False,False
Glyma.08G238300.Wm82.a4.v1,False,False
Glyma.13G318700.Wm82.a4.v1,False,False
Glyma.15G180850.Wm82.a4.v1,False,False
Glyma.07G140100.Wm82.a4.v1,False,False
Glyma.09G195300.Wm82.a4.v1,False,False
Glyma.01G155000.Wm82.a4.v1,False,False
Glyma.17G171000.Wm82.a4.v1,False,False
Glyma.09G180500.Wm82.a4.v1,False,False
Glyma.19G040400.Wm82.a4.v1,True,False
Glyma.20G202800.Wm82.a4.v1,False,False
Glyma.12G055700.Wm82.a4.v1,False,False
Glyma.01G106800.Wm82.a4.v1,True,False
Glyma.18G087000.Wm82.a4.v1,False,False
Glyma.20G217300.Wm82.a4.v1,False,False
Glyma.20G005100.Wm82.a4.v1,False,False
Glyma.18G253700.Wm82.a4.v1,False,False
Glyma.14G145900.Wm82.a4.v1,True,False
Glyma.03G060000.Wm82.a4.v1,False,False
Glyma.06G089400.Wm82.a4.v1,False,False
Glyma.01G204800.Wm82.a4.v1,True,False
Glyma.03G004300.Wm82.a4.v1,False,False
Glyma.12G215000.Wm82.a4.v1,False,False
Glyma.17G247400.Wm82.a4.v1,False,False
Glyma.02G180200.Wm82.a4.v1,False,False
Glyma.04G187800.Wm82.a4.v1,False,False
Glyma.15G228900.Wm82.a4.v1,False,False
Glyma.05G116900.Wm82.a4.v1,False,False
Glyma.10G083000.Wm82.a4.v1,False,False
Glyma.03G233100.Wm82.a4.v1,False,False
Glyma.04G252500.Wm82.a4.v1,False,False
Glyma.05G045800.Wm82.a4.v1,False,False
Glyma.11G216300.Wm82.a4.v1,False,False
Glyma.11G089100.Wm82.a4.v1,False,False
Glyma.03G061751.Wm82.a4.v1,False,False
Glyma.19G082200.Wm82.a4.v1,False,False
Glyma.16G181100.Wm82.a4.v1,False,False
Glyma.18G044000.Wm82.a4.v1,False,False
Glyma.03G031166.Wm82.a4.v1,False,False
Glyma.04G207100.Wm82.a4.v1,False,False
Glyma.20G018600.Wm82.a4.v1,False,False
Glyma.02G014300.Wm82.a4.v1,False,False
Glyma.17G095300.Wm82.a4.v1,False,False
Glyma.14G114600.Wm82.a4.v1,False,False
Glyma.16G083400.Wm82.a4.v1,False,False
Glyma.05G140700.Wm82.a4.v1,False,False
Glyma.08G069000.Wm82.a4.v1,False,False
Glyma.08G137400.Wm82.a4.v1,False,False
Glyma.13G249000.Wm82.a4.v1,False,False
Glyma.05G157700.Wm82.a4.v1,False,False
Glyma.19G012100.Wm82.a4.v1,False,False
Glyma.12G005800.Wm82.a4.v1,False,False
Glyma.09G126850.Wm82.a4.v1,False,False
Glyma.07G150500.Wm82.a4.v1,False,False
Glyma.12G166300.Wm82.a4.v1,False,False
Glyma.03G219600.Wm82.a4.v1,False,False
Glyma.08G023100.Wm82.a4.v1,False,False
Glyma.18G266267.Wm82.a4.v1,False,False
Glyma.16G054400.Wm82.a4.v1,False,False
Glyma.15G121700.Wm82.a4.v1,False,False
Glyma.03G091200.Wm82.a4.v1,False,False
Glyma.01G043400.Wm82.a4.v1,False,False
Glyma.17G245300.Wm82.a4.v1,False,False
Glyma.11G208333.Wm82.a4.v1,False,False
Glyma.05G106500.Wm82.a4.v1,False,False
Glyma.02G045000.Wm82.a4.v1,False,False
Glyma.04G250300.Wm82.a4.v1,False,False
Glyma.12G103700.Wm82.a4.v1,False,False
Glyma.15G173000.Wm82.a4.v1,False,False
Glyma.08G195300.Wm82.a4.v1,False,False
Glyma.09G274800.Wm82.a4.v1,False,False
Glyma.U042300.Wm82.a4.v1,False,False
Glyma.18G075500.Wm82.a4.v1,False,False
Glyma.16G204700.Wm82.a4.v1,False,False
Glyma.18G154700.Wm82.a4.v1,False,False
Glyma.08G294900.Wm82.a4.v1,False,False
Glyma.06G311200.Wm82.a4.v1,False,False
Glyma.08G352100.Wm82.a4.v1,False,False
Glyma.18G207800.Wm82.a4.v1,False,False
Glyma.08G262800.Wm82.a4.v1,False,False
Glyma.01G065500.Wm82.a4.v1,False,False
Glyma.15G055700.Wm82.a4.v1,False,False
Glyma.18G249502.Wm82.a4.v1,False,False
Glyma.02G063802.Wm82.a4.v1,False,False
Glyma.16G215600.Wm82.a4.v1,False,False
Glyma.13G177333.Wm82.a4.v1,False,False
Glyma.07G078500.Wm82.a4.v1,False,False
Glyma.13G300600.Wm82.a4.v1,False,False
Glyma.13G156200.Wm82.a4.v1,False,False
Glyma.11G105600.Wm82.a4.v1,False,False
Glyma.13G181601.Wm82.a4.v1,False,False
Glyma.14G016400.Wm82.a4.v1,False,False
Glyma.15G132700.Wm82.a4.v1,False,False
Glyma.02G248166.Wm82.a4.v1,False,False
Glyma.06G008600.Wm82.a4.v1,False,False
Glyma.13G278300.Wm82.a4.v1,False,False
Glyma.10G248900.Wm82.a4.v1,False,False
Glyma.11G163300.Wm82.a4.v1,False,False
Glyma.17G246400.Wm82.a4.v1,False,False
Glyma.20G183300.Wm82.a4.v1,False,False
Glyma.16G085600.Wm82.a4.v1,False,False
Glyma.14G089072.Wm82.a4.v1,False,False
Glyma.15G123700.Wm82.a4.v1,False,False
Glyma.07G180600.Wm82.a4.v1,False,False
Glyma.03G213300.Wm82.a4.v1,False,False
Glyma.01G111500.Wm82.a4.v1,False,False
Glyma.01G152300.Wm82.a4.v1,False,False
Glyma.14G064000.Wm82.a4.v1,False,False
Glyma.15G042500.Wm82.a4.v1,False,False
Glyma.20G246300.Wm82.a4.v1,False,False
Glyma.10G053602.Wm82.a4.v1,False,False
Glyma.05G117233.Wm82.a4.v1,False,False
Glyma.16G158400.Wm82.a4.v1,False,False
Glyma.12G071167.Wm82.a4.v1,False,False
Glyma.19G182400.Wm82.a4.v1,False,False
Glyma.15G252000.Wm82.a4.v1,False,False
Glyma.13G035200.Wm82.a4.v1,False,False
Glyma.02G062302.Wm82.a4.v1,False,False
Glyma.02G310800.Wm82.a4.v1,False,False
Glyma.07G191400.Wm82.a4.v1,False,False
Glyma.16G060200.Wm82.a4.v1,False,False
Glyma.06G041100.Wm82.a4.v1,False,False
Glyma.08G335700.Wm82.a4.v1,False,False
Glyma.09G045300.Wm82.a4.v1,False,False
Glyma.16G177500.Wm82.a4.v1,False,False
Glyma.17G073150.Wm82.a4.v1,False,False
Glyma.19G185401.Wm82.a4.v1,False,False
Glyma.06G180100.Wm82.a4.v1,False,False
Glyma.06G003900.Wm82.a4.v1,True,False
Glyma.12G220400.Wm82.a4.v1,False,False
Glyma.02G100400.Wm82.a4.v1,False,False
Glyma.17G032700.Wm82.a4.v1,False,False
Glyma.06G169500.Wm82.a4.v1,False,False
Glyma.07G192100.Wm82.a4.v1,False,False
Glyma.11G212300.Wm82.a4.v1,False,False
Glyma.19G218900.Wm82.a4.v1,False,False
Glyma.16G058000.Wm82.a4.v1,False,False
Glyma.07G146300.Wm82.a4.v1,False,False
Glyma.06G258400.Wm82.a4.v1,False,False
Glyma.19G256400.Wm82.a4.v1,False,False
Glyma.04G064000.Wm82.a4.v1,False,False
Glyma.11G163410.Wm82.a4.v1,False,False
Glyma.17G242550.Wm82.a4.v1,False,False
Glyma.08G211100.Wm82.a4.v1,False,False
Glyma.06G298700.Wm82.a4.v1,False,False
Glyma.07G011200.Wm82.a4.v1,False,False
Glyma.U000501.Wm82.a4.v1,False,False
Glyma.05G144500.Wm82.a4.v1,False,False
Glyma.02G005300.Wm82.a4.v1,False,False
Glyma.02G284733.Wm82.a4.v1,False,False
Glyma.19G034500.Wm82.a4.v1,False,False
Glyma.12G072900.Wm82.a4.v1,False,False
Glyma.15G202400.Wm82.a4.v1,False,False
Glyma.14G033800.Wm82.a4.v1,False,False
Glyma.02G074800.Wm82.a4.v1,False,False
Glyma.20G070100.Wm82.a4.v1,False,False
Glyma.07G055700.Wm82.a4.v1,False,False
Glyma.19G197200.Wm82.a4.v1,False,False
Glyma.09G013300.Wm82.a4.v1,False,False
Glyma.01G232901.Wm82.a4.v1,False,False
Glyma.17G155000.Wm82.a4.v1,False,False
Glyma.17G183800.Wm82.a4.v1,False,False
Glyma.02G001800.Wm82.a4.v1,False,False
Glyma.19G148400.Wm82.a4.v1,False,False
Glyma.09G113500.Wm82.a4.v1,False,False
Glyma.12G039600.Wm82.a4.v1,False,False
Glyma.10G035900.Wm82.a4.v1,False,False
Glyma.18G087400.Wm82.a4.v1,False,False
Glyma.11G252400.Wm82.a4.v1,False,False
Glyma.16G051000.Wm82.a4.v1,False,False
Glyma.20G031100.Wm82.a4.v1,False,False
