,highly_variable,in_integrated
Glyma.04G202100.Wm82.a4.v1,False,False
Glyma.07G131200.Wm82.a4.v1,False,False
Glyma.08G106200.Wm82.a4.v1,False,False
Glyma.20G165000.Wm82.a4.v1,False,False
Glyma.08G011800.Wm82.a4.v1,False,False
Glyma.01G171700.Wm82.a4.v1,False,False
Glyma.11G078300.Wm82.a4.v1,False,True
Glyma.05G098200.Wm82.a4.v1,False,False
Glyma.01G136000.Wm82.a4.v1,False,False
Glyma.10G035200.Wm82.a4.v1,False,False
Glyma.07G019400.Wm82.a4.v1,False,False
Glyma.06G231000.Wm82.a4.v1,False,False
Glyma.06G120500.Wm82.a4.v1,False,False
Glyma.09G152300.Wm82.a4.v1,False,False
Glyma.14G051400.Wm82.a4.v1,False,False
Glyma.13G291000.Wm82.a4.v1,False,False
Glyma.04G206700.Wm82.a4.v1,True,False
Glyma.12G240900.Wm82.a4.v1,False,False
Glyma.20G002200.Wm82.a4.v1,False,False
Glyma.04G224400.Wm82.a4.v1,False,False
Glyma.19G129500.Wm82.a4.v1,False,False
Glyma.18G095300.Wm82.a4.v1,False,False
Glyma.07G258900.Wm82.a4.v1,False,False
Glyma.08G019667.Wm82.a4.v1,False,False
Glyma.14G211600.Wm82.a4.v1,False,False
Glyma.08G027100.Wm82.a4.v1,False,False
Glyma.02G205800.Wm82.a4.v1,True,True
Glyma.13G209400.Wm82.a4.v1,False,False
Glyma.11G199300.Wm82.a4.v1,False,False
Glyma.09G169600.Wm82.a4.v1,False,False
Glyma.02G247900.Wm82.a4.v1,True,False
Glyma.04G217300.Wm82.a4.v1,False,False
Glyma.14G081000.Wm82.a4.v1,False,False
Glyma.18G037700.Wm82.a4.v1,False,False
Glyma.20G154400.Wm82.a4.v1,False,False
Glyma.20G074333.Wm82.a4.v1,False,False
Glyma.20G060300.Wm82.a4.v1,False,False
Glyma.13G298000.Wm82.a4.v1,False,False
Glyma.11G208300.Wm82.a4.v1,True,True
Glyma.02G258000.Wm82.a4.v1,False,False
Glyma.14G009600.Wm82.a4.v1,False,False
Glyma.10G266400.Wm82.a4.v1,False,False
Glyma.02G261500.Wm82.a4.v1,False,False
Glyma.U031313.Wm82.a4.v1,True,True
Glyma.09G102100.Wm82.a4.v1,False,True
Glyma.14G113200.Wm82.a4.v1,False,True
Glyma.U031110.Wm82.a4.v1,False,False
Glyma.08G051200.Wm82.a4.v1,False,False
Glyma.02G165400.Wm82.a4.v1,False,False
Glyma.02G109300.Wm82.a4.v1,False,False
Glyma.06G030900.Wm82.a4.v1,True,True
Glyma.07G202800.Wm82.a4.v1,False,False
Glyma.11G037700.Wm82.a4.v1,False,False
Glyma.02G025000.Wm82.a4.v1,False,False
Glyma.07G161600.Wm82.a4.v1,False,False
Glyma.09G026700.Wm82.a4.v1,False,False
Glyma.17G230200.Wm82.a4.v1,False,False
Glyma.10G012000.Wm82.a4.v1,False,False
Glyma.15G207700.Wm82.a4.v1,False,False
Glyma.01G236400.Wm82.a4.v1,False,True
Glyma.10G057300.Wm82.a4.v1,False,False
Glyma.06G161000.Wm82.a4.v1,False,False
Glyma.02G097200.Wm82.a4.v1,False,False
Glyma.04G209200.Wm82.a4.v1,True,True
Glyma.13G275850.Wm82.a4.v1,False,False
Glyma.12G054500.Wm82.a4.v1,False,True
Glyma.04G059451.Wm82.a4.v1,False,False
Glyma.13G073800.Wm82.a4.v1,False,False
Glyma.13G050500.Wm82.a4.v1,False,False
Glyma.18G085200.Wm82.a4.v1,False,False
Glyma.19G230200.Wm82.a4.v1,False,False
Glyma.07G236300.Wm82.a4.v1,False,False
Glyma.15G070700.Wm82.a4.v1,False,False
Glyma.18G112700.Wm82.a4.v1,False,False
Glyma.15G044600.Wm82.a4.v1,False,False
Glyma.19G037200.Wm82.a4.v1,False,False
Glyma.12G046400.Wm82.a4.v1,False,False
Glyma.02G275600.Wm82.a4.v1,False,False
Glyma.04G067700.Wm82.a4.v1,False,False
Glyma.15G133600.Wm82.a4.v1,False,False
Glyma.13G141500.Wm82.a4.v1,False,False
Glyma.06G165500.Wm82.a4.v1,False,False
Glyma.11G088000.Wm82.a4.v1,True,True
Glyma.03G090500.Wm82.a4.v1,False,False
Glyma.06G317000.Wm82.a4.v1,False,True
Glyma.02G208900.Wm82.a4.v1,False,False
Glyma.14G053200.Wm82.a4.v1,False,False
Glyma.02G110300.Wm82.a4.v1,False,False
Glyma.02G195600.Wm82.a4.v1,False,False
Glyma.06G277500.Wm82.a4.v1,False,False
Glyma.16G002400.Wm82.a4.v1,False,False
Glyma.18G075900.Wm82.a4.v1,False,False
Glyma.05G232600.Wm82.a4.v1,False,False
Glyma.12G004200.Wm82.a4.v1,False,False
Glyma.11G231100.Wm82.a4.v1,False,False
Glyma.05G032200.Wm82.a4.v1,False,False
Glyma.17G228800.Wm82.a4.v1,False,False
Glyma.13G341200.Wm82.a4.v1,False,False
Glyma.19G044200.Wm82.a4.v1,False,False
Glyma.11G122800.Wm82.a4.v1,False,False
Glyma.19G194943.Wm82.a4.v1,False,False
Glyma.14G199600.Wm82.a4.v1,False,True
Glyma.04G209900.Wm82.a4.v1,False,False
Glyma.15G020700.Wm82.a4.v1,False,False
Glyma.11G227200.Wm82.a4.v1,False,True
Glyma.14G005200.Wm82.a4.v1,False,False
Glyma.16G098500.Wm82.a4.v1,False,False
Glyma.07G190100.Wm82.a4.v1,False,True
Glyma.14G036700.Wm82.a4.v1,False,False
Glyma.17G097800.Wm82.a4.v1,False,False
Glyma.16G016300.Wm82.a4.v1,True,True
Glyma.08G123100.Wm82.a4.v1,False,False
Glyma.04G036700.Wm82.a4.v1,False,False
Glyma.10G069100.Wm82.a4.v1,False,False
Glyma.07G226633.Wm82.a4.v1,False,False
Glyma.09G126300.Wm82.a4.v1,True,True
Glyma.13G281300.Wm82.a4.v1,False,False
Glyma.06G157600.Wm82.a4.v1,False,False
Glyma.10G056900.Wm82.a4.v1,False,False
Glyma.05G158300.Wm82.a4.v1,False,False
Glyma.08G210000.Wm82.a4.v1,False,False
Glyma.13G232900.Wm82.a4.v1,False,False
Glyma.06G130333.Wm82.a4.v1,False,False
Glyma.01G097500.Wm82.a4.v1,False,False
Glyma.16G022900.Wm82.a4.v1,False,False
Glyma.03G005300.Wm82.a4.v1,False,False
Glyma.02G305700.Wm82.a4.v1,False,False
Glyma.17G034900.Wm82.a4.v1,False,False
Glyma.03G211500.Wm82.a4.v1,False,False
Glyma.04G093800.Wm82.a4.v1,False,False
Glyma.14G032700.Wm82.a4.v1,False,False
Glyma.17G115100.Wm82.a4.v1,False,False
Glyma.09G241300.Wm82.a4.v1,False,False
Glyma.01G167800.Wm82.a4.v1,False,False
Glyma.17G166100.Wm82.a4.v1,False,False
Glyma.02G198100.Wm82.a4.v1,True,True
Glyma.06G123100.Wm82.a4.v1,False,False
Glyma.08G127700.Wm82.a4.v1,False,False
Glyma.01G228800.Wm82.a4.v1,False,False
Glyma.20G116300.Wm82.a4.v1,False,False
Glyma.07G177000.Wm82.a4.v1,False,False
Glyma.13G123400.Wm82.a4.v1,False,False
Glyma.20G121700.Wm82.a4.v1,False,False
Glyma.20G074800.Wm82.a4.v1,False,False
Glyma.10G098000.Wm82.a4.v1,False,False
Glyma.17G229800.Wm82.a4.v1,False,False
Glyma.08G248800.Wm82.a4.v1,False,False
Glyma.03G134700.Wm82.a4.v1,False,False
Glyma.05G129000.Wm82.a4.v1,False,False
Glyma.07G224302.Wm82.a4.v1,False,False
Glyma.18G028100.Wm82.a4.v1,False,False
Glyma.13G141700.Wm82.a4.v1,False,False
Glyma.10G210051.Wm82.a4.v1,False,False
Glyma.07G265600.Wm82.a4.v1,False,False
Glyma.19G025200.Wm82.a4.v1,False,False
Glyma.03G004900.Wm82.a4.v1,False,False
Glyma.04G095900.Wm82.a4.v1,False,False
Glyma.13G028200.Wm82.a4.v1,True,True
Glyma.14G126600.Wm82.a4.v1,False,False
Glyma.13G075200.Wm82.a4.v1,False,False
Glyma.10G065000.Wm82.a4.v1,False,False
Glyma.13G161100.Wm82.a4.v1,False,False
Glyma.13G116300.Wm82.a4.v1,False,False
Glyma.02G225850.Wm82.a4.v1,False,False
Glyma.16G009700.Wm82.a4.v1,False,False
Glyma.11G103700.Wm82.a4.v1,False,False
Glyma.12G138800.Wm82.a4.v1,False,True
Glyma.09G193700.Wm82.a4.v1,False,False
Glyma.03G147100.Wm82.a4.v1,False,False
Glyma.08G104700.Wm82.a4.v1,False,False
Glyma.04G126400.Wm82.a4.v1,False,False
Glyma.14G044000.Wm82.a4.v1,False,False
Glyma.04G031700.Wm82.a4.v1,False,False
Glyma.17G098600.Wm82.a4.v1,False,False
Glyma.08G074900.Wm82.a4.v1,False,False
Glyma.04G122100.Wm82.a4.v1,False,False
Glyma.20G023800.Wm82.a4.v1,False,False
Glyma.14G217400.Wm82.a4.v1,False,False
Glyma.10G179800.Wm82.a4.v1,False,False
Glyma.20G234600.Wm82.a4.v1,False,False
Glyma.02G231200.Wm82.a4.v1,False,False
Glyma.19G012900.Wm82.a4.v1,False,False
Glyma.18G243300.Wm82.a4.v1,False,False
Glyma.02G296000.Wm82.a4.v1,False,False
Glyma.19G011300.Wm82.a4.v1,False,False
Glyma.05G081300.Wm82.a4.v1,False,False
Glyma.02G127600.Wm82.a4.v1,False,False
Glyma.02G255700.Wm82.a4.v1,False,False
Glyma.14G009300.Wm82.a4.v1,False,False
Glyma.11G100700.Wm82.a4.v1,False,False
Glyma.08G268300.Wm82.a4.v1,False,False
Glyma.01G169500.Wm82.a4.v1,False,False
Glyma.18G026100.Wm82.a4.v1,False,False
Glyma.15G244100.Wm82.a4.v1,False,False
Glyma.16G067500.Wm82.a4.v1,False,False
Glyma.12G107500.Wm82.a4.v1,False,False
Glyma.20G022400.Wm82.a4.v1,False,False
Glyma.08G127200.Wm82.a4.v1,False,False
Glyma.15G213100.Wm82.a4.v1,False,False
Glyma.20G226600.Wm82.a4.v1,False,False
Glyma.08G023400.Wm82.a4.v1,False,False
Glyma.18G158400.Wm82.a4.v1,False,True
Glyma.15G085900.Wm82.a4.v1,False,False
Glyma.13G138200.Wm82.a4.v1,False,False
Glyma.12G144500.Wm82.a4.v1,False,False
Glyma.03G130200.Wm82.a4.v1,False,False
Glyma.09G156500.Wm82.a4.v1,False,False
Glyma.09G273600.Wm82.a4.v1,False,False
Glyma.04G252900.Wm82.a4.v1,False,False
Glyma.12G093800.Wm82.a4.v1,False,False
Glyma.14G186000.Wm82.a4.v1,False,False
Glyma.10G223300.Wm82.a4.v1,False,False
Glyma.18G091900.Wm82.a4.v1,False,False
Glyma.02G104200.Wm82.a4.v1,False,False
Glyma.10G198000.Wm82.a4.v1,False,False
Glyma.19G084600.Wm82.a4.v1,False,False
Glyma.20G014900.Wm82.a4.v1,False,False
Glyma.02G287500.Wm82.a4.v1,False,False
Glyma.13G084900.Wm82.a4.v1,False,False
Glyma.02G114000.Wm82.a4.v1,False,False
Glyma.07G012500.Wm82.a4.v1,False,False
Glyma.16G182500.Wm82.a4.v1,False,False
Glyma.06G098500.Wm82.a4.v1,False,False
Glyma.09G068400.Wm82.a4.v1,False,False
Glyma.11G195700.Wm82.a4.v1,False,False
Glyma.13G198800.Wm82.a4.v1,False,False
Glyma.13G010700.Wm82.a4.v1,False,False
Glyma.18G274400.Wm82.a4.v1,False,False
Glyma.04G008500.Wm82.a4.v1,False,False
Glyma.08G179200.Wm82.a4.v1,False,False
Glyma.03G234700.Wm82.a4.v1,False,False
Glyma.09G282200.Wm82.a4.v1,False,False
Glyma.04G007300.Wm82.a4.v1,False,False
Glyma.06G285500.Wm82.a4.v1,False,False
Glyma.03G146600.Wm82.a4.v1,False,False
Glyma.17G023600.Wm82.a4.v1,True,True
Glyma.13G104400.Wm82.a4.v1,False,False
Glyma.05G002700.Wm82.a4.v1,True,True
Glyma.08G178200.Wm82.a4.v1,False,False
Glyma.04G079900.Wm82.a4.v1,False,False
Glyma.09G196000.Wm82.a4.v1,False,True
Glyma.06G096700.Wm82.a4.v1,False,False
Glyma.20G126100.Wm82.a4.v1,False,False
Glyma.07G240900.Wm82.a4.v1,False,False
Glyma.06G259100.Wm82.a4.v1,False,False
Glyma.11G073200.Wm82.a4.v1,False,False
Glyma.07G004100.Wm82.a4.v1,False,False
Glyma.05G225500.Wm82.a4.v1,False,False
Glyma.08G324000.Wm82.a4.v1,False,False
Glyma.06G144500.Wm82.a4.v1,False,False
Glyma.02G273100.Wm82.a4.v1,False,False
Glyma.07G270400.Wm82.a4.v1,False,False
Glyma.06G007500.Wm82.a4.v1,False,False
Glyma.10G229400.Wm82.a4.v1,True,True
Glyma.20G188200.Wm82.a4.v1,False,False
Glyma.09G252000.Wm82.a4.v1,False,False
Glyma.20G102851.Wm82.a4.v1,False,False
Glyma.02G184600.Wm82.a4.v1,False,False
Glyma.17G117400.Wm82.a4.v1,False,True
Glyma.13G105200.Wm82.a4.v1,False,False
Glyma.14G082400.Wm82.a4.v1,False,False
Glyma.11G243400.Wm82.a4.v1,False,False
Glyma.07G152900.Wm82.a4.v1,False,False
Glyma.14G002400.Wm82.a4.v1,False,False
Glyma.17G262400.Wm82.a4.v1,False,False
Glyma.18G030400.Wm82.a4.v1,False,False
Glyma.07G126800.Wm82.a4.v1,False,False
Glyma.08G205100.Wm82.a4.v1,False,False
Glyma.17G093600.Wm82.a4.v1,False,False
Glyma.15G114200.Wm82.a4.v1,False,False
Glyma.07G222900.Wm82.a4.v1,False,False
Glyma.03G218500.Wm82.a4.v1,False,False
Glyma.07G218400.Wm82.a4.v1,False,False
Glyma.18G261600.Wm82.a4.v1,False,False
Glyma.10G158500.Wm82.a4.v1,False,False
Glyma.12G028300.Wm82.a4.v1,False,False
Glyma.02G109900.Wm82.a4.v1,False,False
Glyma.10G180400.Wm82.a4.v1,False,False
Glyma.01G239700.Wm82.a4.v1,False,False
Glyma.19G198600.Wm82.a4.v1,False,False
Glyma.17G093800.Wm82.a4.v1,False,False
Glyma.19G064800.Wm82.a4.v1,False,False
Glyma.09G046800.Wm82.a4.v1,False,False
Glyma.10G276100.Wm82.a4.v1,False,False
Glyma.12G137700.Wm82.a4.v1,False,False
Glyma.03G064200.Wm82.a4.v1,False,False
Glyma.10G215800.Wm82.a4.v1,False,False
Glyma.07G227750.Wm82.a4.v1,False,False
Glyma.08G147900.Wm82.a4.v1,False,False
Glyma.20G245600.Wm82.a4.v1,False,False
Glyma.04G059700.Wm82.a4.v1,False,False
Glyma.11G249300.Wm82.a4.v1,False,False
Glyma.07G273600.Wm82.a4.v1,False,False
Glyma.04G112700.Wm82.a4.v1,False,False
Glyma.19G094500.Wm82.a4.v1,False,False
Glyma.07G060300.Wm82.a4.v1,False,False
Glyma.05G100400.Wm82.a4.v1,False,False
Glyma.11G223800.Wm82.a4.v1,True,True
Glyma.17G079700.Wm82.a4.v1,False,False
Glyma.16G030800.Wm82.a4.v1,False,False
Glyma.02G094900.Wm82.a4.v1,False,False
Glyma.10G147800.Wm82.a4.v1,False,False
Glyma.06G127400.Wm82.a4.v1,True,True
Glyma.09G120900.Wm82.a4.v1,False,False
Glyma.16G029200.Wm82.a4.v1,False,False
Glyma.15G027500.Wm82.a4.v1,False,False
Glyma.03G040900.Wm82.a4.v1,False,False
Glyma.09G143800.Wm82.a4.v1,False,False
Glyma.16G137000.Wm82.a4.v1,True,True
Glyma.20G147400.Wm82.a4.v1,False,False
Glyma.08G361700.Wm82.a4.v1,False,False
Glyma.11G108900.Wm82.a4.v1,False,False
Glyma.11G176500.Wm82.a4.v1,False,False
Glyma.10G058300.Wm82.a4.v1,False,False
Glyma.09G189700.Wm82.a4.v1,False,False
Glyma.12G019100.Wm82.a4.v1,False,False
Glyma.19G235900.Wm82.a4.v1,False,False
Glyma.13G301100.Wm82.a4.v1,False,False
Glyma.10G194400.Wm82.a4.v1,False,False
Glyma.05G172300.Wm82.a4.v1,False,False
Glyma.08G293600.Wm82.a4.v1,False,False
Glyma.11G007300.Wm82.a4.v1,False,False
Glyma.20G157800.Wm82.a4.v1,False,False
Glyma.19G021300.Wm82.a4.v1,False,False
Glyma.10G215200.Wm82.a4.v1,False,False
Glyma.15G043800.Wm82.a4.v1,False,False
Glyma.08G317900.Wm82.a4.v1,False,False
Glyma.04G160000.Wm82.a4.v1,False,False
Glyma.03G237400.Wm82.a4.v1,False,False
Glyma.06G177900.Wm82.a4.v1,False,False
Glyma.07G242100.Wm82.a4.v1,False,False
Glyma.15G221551.Wm82.a4.v1,False,False
Glyma.14G016700.Wm82.a4.v1,False,False
Glyma.19G170300.Wm82.a4.v1,False,False
Glyma.08G330400.Wm82.a4.v1,False,False
Glyma.08G358300.Wm82.a4.v1,False,False
Glyma.09G231400.Wm82.a4.v1,False,False
Glyma.15G020650.Wm82.a4.v1,False,False
Glyma.18G054800.Wm82.a4.v1,False,True
Glyma.06G042300.Wm82.a4.v1,True,False
Glyma.09G193100.Wm82.a4.v1,False,False
Glyma.15G115500.Wm82.a4.v1,False,False
Glyma.17G063800.Wm82.a4.v1,False,False
Glyma.08G078000.Wm82.a4.v1,False,False
Glyma.16G003000.Wm82.a4.v1,False,False
Glyma.17G035301.Wm82.a4.v1,False,False
Glyma.11G017500.Wm82.a4.v1,False,False
Glyma.10G029500.Wm82.a4.v1,False,False
Glyma.06G123800.Wm82.a4.v1,False,False
Glyma.14G156200.Wm82.a4.v1,False,False
Glyma.06G186400.Wm82.a4.v1,False,False
Glyma.05G010450.Wm82.a4.v1,False,False
Glyma.19G100100.Wm82.a4.v1,False,False
Glyma.02G303700.Wm82.a4.v1,False,False
Glyma.14G033300.Wm82.a4.v1,False,False
Glyma.14G050900.Wm82.a4.v1,True,True
Glyma.08G044300.Wm82.a4.v1,False,True
Glyma.01G210200.Wm82.a4.v1,False,False
Glyma.13G165300.Wm82.a4.v1,False,False
Glyma.13G270900.Wm82.a4.v1,False,False
Glyma.16G169000.Wm82.a4.v1,False,False
Glyma.18G007700.Wm82.a4.v1,False,False
Glyma.11G091800.Wm82.a4.v1,False,False
Glyma.08G246600.Wm82.a4.v1,False,False
Glyma.07G207200.Wm82.a4.v1,False,False
Glyma.11G175800.Wm82.a4.v1,False,False
Glyma.18G181100.Wm82.a4.v1,False,False
Glyma.18G249400.Wm82.a4.v1,False,False
Glyma.07G201600.Wm82.a4.v1,False,False
Glyma.17G087400.Wm82.a4.v1,False,False
Glyma.14G093900.Wm82.a4.v1,False,False
Glyma.09G042000.Wm82.a4.v1,False,False
Glyma.16G172700.Wm82.a4.v1,False,False
Glyma.18G286000.Wm82.a4.v1,False,False
Glyma.08G285100.Wm82.a4.v1,False,False
Glyma.10G212600.Wm82.a4.v1,False,False
Glyma.08G269700.Wm82.a4.v1,False,False
Glyma.07G111500.Wm82.a4.v1,False,False
Glyma.03G055000.Wm82.a4.v1,False,False
Glyma.20G230100.Wm82.a4.v1,False,False
Glyma.09G175200.Wm82.a4.v1,False,False
Glyma.06G099400.Wm82.a4.v1,False,False
Glyma.14G051300.Wm82.a4.v1,False,False
Glyma.06G233300.Wm82.a4.v1,False,False
Glyma.09G240400.Wm82.a4.v1,False,True
Glyma.20G124000.Wm82.a4.v1,False,False
Glyma.19G149000.Wm82.a4.v1,False,False
Glyma.19G142700.Wm82.a4.v1,False,False
Glyma.13G158000.Wm82.a4.v1,False,False
Glyma.20G234500.Wm82.a4.v1,False,False
Glyma.11G224600.Wm82.a4.v1,True,True
Glyma.18G010200.Wm82.a4.v1,True,True
Glyma.08G042300.Wm82.a4.v1,False,False
Glyma.11G123900.Wm82.a4.v1,False,False
Glyma.01G159800.Wm82.a4.v1,False,True
Glyma.02G089100.Wm82.a4.v1,False,False
Glyma.02G297700.Wm82.a4.v1,True,True
Glyma.17G052700.Wm82.a4.v1,False,False
Glyma.13G166500.Wm82.a4.v1,False,False
Glyma.02G184900.Wm82.a4.v1,False,False
Glyma.14G062300.Wm82.a4.v1,True,True
Glyma.16G218900.Wm82.a4.v1,False,False
Glyma.18G280700.Wm82.a4.v1,False,False
Glyma.01G225900.Wm82.a4.v1,False,False
Glyma.02G262500.Wm82.a4.v1,False,False
Glyma.20G094200.Wm82.a4.v1,False,False
Glyma.04G183400.Wm82.a4.v1,False,False
Glyma.08G173900.Wm82.a4.v1,False,False
Glyma.13G236100.Wm82.a4.v1,False,True
Glyma.16G179800.Wm82.a4.v1,False,False
Glyma.15G099700.Wm82.a4.v1,False,False
Glyma.11G240000.Wm82.a4.v1,False,False
Glyma.08G304400.Wm82.a4.v1,False,False
Glyma.05G025200.Wm82.a4.v1,False,False
Glyma.10G007980.Wm82.a4.v1,False,False
Glyma.19G217400.Wm82.a4.v1,False,False
Glyma.05G219600.Wm82.a4.v1,False,False
Glyma.18G144900.Wm82.a4.v1,False,False
Glyma.04G023300.Wm82.a4.v1,False,False
Glyma.10G108300.Wm82.a4.v1,True,True
Glyma.10G269500.Wm82.a4.v1,False,False
Glyma.05G003600.Wm82.a4.v1,False,False
Glyma.14G162300.Wm82.a4.v1,True,True
Glyma.13G207000.Wm82.a4.v1,False,False
Glyma.15G066900.Wm82.a4.v1,False,False
Glyma.01G103200.Wm82.a4.v1,False,False
Glyma.10G168600.Wm82.a4.v1,False,False
Glyma.15G101600.Wm82.a4.v1,False,False
Glyma.20G219800.Wm82.a4.v1,False,False
Glyma.19G143650.Wm82.a4.v1,False,False
Glyma.07G214600.Wm82.a4.v1,False,False
Glyma.01G229200.Wm82.a4.v1,False,False
Glyma.05G155400.Wm82.a4.v1,False,False
Glyma.14G150000.Wm82.a4.v1,False,False
Glyma.09G155200.Wm82.a4.v1,False,False
Glyma.01G166700.Wm82.a4.v1,False,False
Glyma.07G261700.Wm82.a4.v1,False,False
Glyma.12G155200.Wm82.a4.v1,False,False
Glyma.09G204600.Wm82.a4.v1,False,False
Glyma.02G305200.Wm82.a4.v1,False,False
Glyma.03G255300.Wm82.a4.v1,False,False
Glyma.05G196200.Wm82.a4.v1,False,False
Glyma.08G259100.Wm82.a4.v1,False,False
Glyma.01G074800.Wm82.a4.v1,False,False
Glyma.06G026100.Wm82.a4.v1,False,False
Glyma.01G162100.Wm82.a4.v1,False,False
Glyma.02G123100.Wm82.a4.v1,False,False
Glyma.13G045600.Wm82.a4.v1,False,False
Glyma.U033205.Wm82.a4.v1,False,True
Glyma.04G154600.Wm82.a4.v1,False,False
Glyma.15G136900.Wm82.a4.v1,False,False
Glyma.20G118500.Wm82.a4.v1,False,False
Glyma.04G160500.Wm82.a4.v1,False,False
Glyma.03G226300.Wm82.a4.v1,False,False
Glyma.02G030200.Wm82.a4.v1,False,False
Glyma.18G120051.Wm82.a4.v1,False,False
Glyma.20G126900.Wm82.a4.v1,False,False
Glyma.14G098700.Wm82.a4.v1,False,False
Glyma.02G102400.Wm82.a4.v1,False,False
Glyma.18G213100.Wm82.a4.v1,False,False
Glyma.17G121200.Wm82.a4.v1,False,False
Glyma.03G073714.Wm82.a4.v1,False,False
Glyma.01G018600.Wm82.a4.v1,False,False
Glyma.01G224000.Wm82.a4.v1,False,False
Glyma.18G234400.Wm82.a4.v1,False,False
Glyma.06G127500.Wm82.a4.v1,False,False
Glyma.07G094700.Wm82.a4.v1,False,True
Glyma.16G144500.Wm82.a4.v1,False,False
Glyma.09G066200.Wm82.a4.v1,False,False
Glyma.14G155900.Wm82.a4.v1,False,False
Glyma.20G188800.Wm82.a4.v1,False,False
Glyma.18G060600.Wm82.a4.v1,False,False
Glyma.09G016600.Wm82.a4.v1,False,False
Glyma.03G264451.Wm82.a4.v1,False,False
Glyma.10G254300.Wm82.a4.v1,False,True
Glyma.06G267300.Wm82.a4.v1,False,False
Glyma.16G199400.Wm82.a4.v1,False,False
Glyma.01G208400.Wm82.a4.v1,False,False
Glyma.15G010000.Wm82.a4.v1,False,False
Glyma.02G077100.Wm82.a4.v1,False,False
Glyma.19G168300.Wm82.a4.v1,False,False
Glyma.17G081800.Wm82.a4.v1,False,False
Glyma.17G000600.Wm82.a4.v1,False,False
Glyma.01G201800.Wm82.a4.v1,False,False
Glyma.05G019400.Wm82.a4.v1,False,False
Glyma.16G035400.Wm82.a4.v1,False,False
Glyma.13G113200.Wm82.a4.v1,False,False
Glyma.13G303300.Wm82.a4.v1,False,False
Glyma.03G075900.Wm82.a4.v1,False,False
Glyma.18G288300.Wm82.a4.v1,False,False
Glyma.14G048000.Wm82.a4.v1,True,True
Glyma.17G057400.Wm82.a4.v1,False,False
Glyma.10G283300.Wm82.a4.v1,False,False
Glyma.03G060200.Wm82.a4.v1,False,False
Glyma.09G116200.Wm82.a4.v1,False,False
Glyma.13G312900.Wm82.a4.v1,False,False
Glyma.03G088800.Wm82.a4.v1,True,True
Glyma.14G213300.Wm82.a4.v1,False,False
Glyma.10G099400.Wm82.a4.v1,False,False
Glyma.03G157800.Wm82.a4.v1,False,False
Glyma.08G297500.Wm82.a4.v1,False,False
Glyma.13G179500.Wm82.a4.v1,False,False
Glyma.01G077600.Wm82.a4.v1,False,False
Glyma.05G241200.Wm82.a4.v1,False,False
Glyma.18G226600.Wm82.a4.v1,False,False
Glyma.16G152700.Wm82.a4.v1,False,False
Glyma.20G169000.Wm82.a4.v1,False,False
Glyma.13G147500.Wm82.a4.v1,False,False
Glyma.03G172100.Wm82.a4.v1,False,False
Glyma.14G047400.Wm82.a4.v1,False,False
Glyma.12G102800.Wm82.a4.v1,False,False
Glyma.11G039200.Wm82.a4.v1,False,False
Glyma.02G019500.Wm82.a4.v1,False,False
Glyma.17G012400.Wm82.a4.v1,False,False
Glyma.11G146300.Wm82.a4.v1,False,False
Glyma.13G372900.Wm82.a4.v1,False,False
Glyma.10G019800.Wm82.a4.v1,False,False
Glyma.05G049200.Wm82.a4.v1,False,False
Glyma.10G075800.Wm82.a4.v1,False,False
Glyma.06G029500.Wm82.a4.v1,False,False
Glyma.13G183200.Wm82.a4.v1,False,False
Glyma.19G239200.Wm82.a4.v1,True,True
Glyma.01G184700.Wm82.a4.v1,False,False
Glyma.13G160600.Wm82.a4.v1,False,False
Glyma.12G185500.Wm82.a4.v1,False,False
Glyma.14G150300.Wm82.a4.v1,False,False
Glyma.12G054600.Wm82.a4.v1,False,False
Glyma.13G285800.Wm82.a4.v1,False,False
Glyma.18G260700.Wm82.a4.v1,False,False
Glyma.08G168300.Wm82.a4.v1,False,False
Glyma.05G175100.Wm82.a4.v1,False,False
Glyma.03G152200.Wm82.a4.v1,False,False
Glyma.06G066500.Wm82.a4.v1,False,False
Glyma.03G159200.Wm82.a4.v1,False,False
Glyma.06G149200.Wm82.a4.v1,False,False
Glyma.10G056600.Wm82.a4.v1,False,False
Glyma.13G113900.Wm82.a4.v1,False,False
Glyma.17G149900.Wm82.a4.v1,False,False
Glyma.05G140300.Wm82.a4.v1,False,False
Glyma.10G270400.Wm82.a4.v1,False,False
Glyma.18G074300.Wm82.a4.v1,False,False
Glyma.09G002500.Wm82.a4.v1,False,False
Glyma.06G276400.Wm82.a4.v1,False,False
Glyma.08G027300.Wm82.a4.v1,False,False
Glyma.10G093400.Wm82.a4.v1,False,False
Glyma.07G166300.Wm82.a4.v1,False,False
Glyma.04G170100.Wm82.a4.v1,True,True
Glyma.15G071800.Wm82.a4.v1,False,False
Glyma.01G192200.Wm82.a4.v1,False,False
Glyma.11G225700.Wm82.a4.v1,False,True
Glyma.13G306400.Wm82.a4.v1,False,False
Glyma.10G196100.Wm82.a4.v1,False,False
Glyma.17G242200.Wm82.a4.v1,True,True
Glyma.05G177000.Wm82.a4.v1,False,False
Glyma.06G315300.Wm82.a4.v1,False,False
Glyma.03G122200.Wm82.a4.v1,True,True
Glyma.11G246400.Wm82.a4.v1,False,False
Glyma.04G089800.Wm82.a4.v1,False,False
Glyma.20G132651.Wm82.a4.v1,False,False
