celltype_call,replicate,treatment,metric,value,organelle_set,n_cells,total_umis
Vascular/Phloem parenchyma,rep2,Control,median_gene_per_cell,0.0294,cp,34,43710
Vascular/Phloem parenchyma,rep2,Control,pct_reads,0.9014,cp,34,43710
Vascular/Phloem parenchyma,rep2,Control,total,23.0,ct,34,43710
Vascular/Phloem parenchyma,rep2,Control,median_gene,0.0,ct,34,43710
Vascular/Phloem parenchyma,rep2,Control,median_gene_per_cell,0.0,ct,34,43710
Vascular/Phloem parenchyma,rep2,Control,pct_reads,0.0526,ct,34,43710
Vascular/Phloem parenchyma,rep2,Control,total,11132.0,cr,34,43710
Vascular/Phloem parenchyma,rep2,Control,median_gene,0.0,cr,34,43710
Vascular/Phloem parenchyma,rep2,Control,median_gene_per_cell,0.0,cr,34,43710
Vascular/Phloem parenchyma,rep2,Control,pct_reads,25.4679,cr,34,43710
Vascular/Phloem parenchyma,rep2,Control,total,11549.0,organelle,34,43710
Vascular/Phloem parenchyma,rep2,Control,median_gene,0.0,organelle,34,43710
Vascular/Phloem parenchyma,rep2,Control,median_gene_per_cell,0.0,organelle,34,43710
Vascular/Phloem parenchyma,rep2,Control,pct_reads,26.4219,organelle,34,43710
Vascular/Phloem parenchyma,rep2,Drought,total,2570.0,cp,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene,7.0,cp,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene_per_cell,0.1094,cp,64,159774
Vascular/Phloem parenchyma,rep2,Drought,pct_reads,1.6085,cp,64,159774
Vascular/Phloem parenchyma,rep2,Drought,total,231.0,ct,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene,0.0,ct,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene_per_cell,0.0,ct,64,159774
Vascular/Phloem parenchyma,rep2,Drought,pct_reads,0.1446,ct,64,159774
Vascular/Phloem parenchyma,rep2,Drought,total,71700.0,cr,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene,1.5,cr,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene_per_cell,0.0234,cr,64,159774
Vascular/Phloem parenchyma,rep2,Drought,pct_reads,44.8759,cr,64,159774
Vascular/Phloem parenchyma,rep2,Drought,total,74501.0,organelle,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene,2.0,organelle,64,159774
Vascular/Phloem parenchyma,rep2,Drought,median_gene_per_cell,0.0312,organelle,64,159774
Vascular/Phloem parenchyma,rep2,Drought,pct_reads,46.629,organelle,64,159774
Vascular/Phloem parenchyma,rep2,HD,total,874.0,cp,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene,2.0,cp,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene_per_cell,0.0377,cp,53,98907
Vascular/Phloem parenchyma,rep2,HD,pct_reads,0.8837,cp,53,98907
Vascular/Phloem parenchyma,rep2,HD,total,103.0,ct,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene,0.0,ct,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene_per_cell,0.0,ct,53,98907
Vascular/Phloem parenchyma,rep2,HD,pct_reads,0.1041,ct,53,98907
Vascular/Phloem parenchyma,rep2,HD,total,16308.0,cr,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene,0.0,cr,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene_per_cell,0.0,cr,53,98907
Vascular/Phloem parenchyma,rep2,HD,pct_reads,16.4882,cr,53,98907
Vascular/Phloem parenchyma,rep2,HD,total,17285.0,organelle,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene,1.0,organelle,53,98907
Vascular/Phloem parenchyma,rep2,HD,median_gene_per_cell,0.0189,organelle,53,98907
Vascular/Phloem parenchyma,rep2,HD,pct_reads,17.476,organelle,53,98907
Vascular/Phloem parenchyma,rep2,Heat,total,367.0,cp,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene,1.0,cp,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene_per_cell,0.0175,cp,57,63387
Vascular/Phloem parenchyma,rep2,Heat,pct_reads,0.579,cp,57,63387
Vascular/Phloem parenchyma,rep2,Heat,total,38.0,ct,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene,0.0,ct,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene_per_cell,0.0,ct,57,63387
Vascular/Phloem parenchyma,rep2,Heat,pct_reads,0.0599,ct,57,63387
Vascular/Phloem parenchyma,rep2,Heat,total,10160.0,cr,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene,0.0,cr,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene_per_cell,0.0,cr,57,63387
Vascular/Phloem parenchyma,rep2,Heat,pct_reads,16.0285,cr,57,63387
Vascular/Phloem parenchyma,rep2,Heat,total,10565.0,organelle,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene,0.0,organelle,57,63387
Vascular/Phloem parenchyma,rep2,Heat,median_gene_per_cell,0.0,organelle,57,63387
Vascular/Phloem parenchyma,rep2,Heat,pct_reads,16.6675,organelle,57,63387
Vascular/Phloem parenchyma,rep3,Control,total,205.0,cp,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene,1.0,cp,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene_per_cell,0.0278,cp,36,33778
Vascular/Phloem parenchyma,rep3,Control,pct_reads,0.6069,cp,36,33778
Vascular/Phloem parenchyma,rep3,Control,total,18.0,ct,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene,0.0,ct,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene_per_cell,0.0,ct,36,33778
Vascular/Phloem parenchyma,rep3,Control,pct_reads,0.0533,ct,36,33778
Vascular/Phloem parenchyma,rep3,Control,total,31.0,cr,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene,0.0,cr,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene_per_cell,0.0,cr,36,33778
Vascular/Phloem parenchyma,rep3,Control,pct_reads,0.0918,cr,36,33778
Vascular/Phloem parenchyma,rep3,Control,total,254.0,organelle,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene,0.0,organelle,36,33778
Vascular/Phloem parenchyma,rep3,Control,median_gene_per_cell,0.0,organelle,36,33778
Vascular/Phloem parenchyma,rep3,Control,pct_reads,0.752,organelle,36,33778
Vascular/Phloem parenchyma,rep3,Drought,total,75.0,cp,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene,0.0,cp,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene_per_cell,0.0,cp,17,15978
Vascular/Phloem parenchyma,rep3,Drought,pct_reads,0.4694,cp,17,15978
Vascular/Phloem parenchyma,rep3,Drought,total,11.0,ct,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene,0.0,ct,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene_per_cell,0.0,ct,17,15978
Vascular/Phloem parenchyma,rep3,Drought,pct_reads,0.0688,ct,17,15978
Vascular/Phloem parenchyma,rep3,Drought,total,21.0,cr,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene,0.0,cr,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene_per_cell,0.0,cr,17,15978
Vascular/Phloem parenchyma,rep3,Drought,pct_reads,0.1314,cr,17,15978
Vascular/Phloem parenchyma,rep3,Drought,total,107.0,organelle,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene,0.0,organelle,17,15978
Vascular/Phloem parenchyma,rep3,Drought,median_gene_per_cell,0.0,organelle,17,15978
Vascular/Phloem parenchyma,rep3,Drought,pct_reads,0.6697,organelle,17,15978
Vascular/Phloem parenchyma,rep3,HD,total,91.0,cp,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene,0.0,cp,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene_per_cell,0.0,cp,11,13980
Vascular/Phloem parenchyma,rep3,HD,pct_reads,0.6509,cp,11,13980
Vascular/Phloem parenchyma,rep3,HD,total,11.0,ct,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene,0.0,ct,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene_per_cell,0.0,ct,11,13980
Vascular/Phloem parenchyma,rep3,HD,pct_reads,0.0787,ct,11,13980
Vascular/Phloem parenchyma,rep3,HD,total,20.0,cr,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene,0.0,cr,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene_per_cell,0.0,cr,11,13980
Vascular/Phloem parenchyma,rep3,HD,pct_reads,0.1431,cr,11,13980
Vascular/Phloem parenchyma,rep3,HD,total,122.0,organelle,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene,0.0,organelle,11,13980
Vascular/Phloem parenchyma,rep3,HD,median_gene_per_cell,0.0,organelle,11,13980
Vascular/Phloem parenchyma,rep3,HD,pct_reads,0.8727,organelle,11,13980
Vascular/Phloem parenchyma,rep3,Heat,total,185.0,cp,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene,1.0,cp,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene_per_cell,0.025,cp,40,38133
Vascular/Phloem parenchyma,rep3,Heat,pct_reads,0.4851,cp,40,38133
Vascular/Phloem parenchyma,rep3,Heat,total,13.0,ct,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene,0.0,ct,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene_per_cell,0.0,ct,40,38133
Vascular/Phloem parenchyma,rep3,Heat,pct_reads,0.0341,ct,40,38133
Vascular/Phloem parenchyma,rep3,Heat,total,83.0,cr,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene,0.0,cr,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene_per_cell,0.0,cr,40,38133
Vascular/Phloem parenchyma,rep3,Heat,pct_reads,0.2177,cr,40,38133
Vascular/Phloem parenchyma,rep3,Heat,total,281.0,organelle,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene,0.0,organelle,40,38133
Vascular/Phloem parenchyma,rep3,Heat,median_gene_per_cell,0.0,organelle,40,38133
Vascular/Phloem parenchyma,rep3,Heat,pct_reads,0.7369,organelle,40,38133
